196,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,196
197,259,260,261,259,260,261,259,260,261,259,260,261,259,260,261,267,268,269,267,268,269,267,268,269,267,268,269,267,268,269,203
197,259,260,261,259,260,261,259,260,261,259,260,261,259,260,261,267,268,269,267,268,269,267,268,269,267,268,269,267,268,269,203
197,291,292,293,291,292,293,291,292,293,291,292,293,291,292,293,299,300,301,299,300,301,299,300,301,299,300,301,299,300,301,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
197,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,122,122,122,122,122,122,122,122,122,122,122,122,122,122,122,203
196,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,196
